,realtive_path,flow_rate,Y,,,
91,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_1.wav,0.194926117,0,,,
92,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_2.wav,0.188481703,0,,,
93,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_3.wav,0.188803924,0,,,
94,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_4.wav,0.183970613,0,,,
95,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_5.wav,0.188159482,0,,,
96,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_6.wav,0.186870599,0,,,
97,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_7.wav,0.181715068,0,,,
98,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_8.wav,0.184615054,0,,,
99,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_9.wav,0.181715068,0,,,
100,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_10.wav,0.17817064,0,,,
101,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_11.wav,0.179459523,0,,,
102,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_12.wav,0.177203978,0,,,
103,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_13.wav,0.176237316,0,,,
104,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_14.wav,0.173015109,0,,,
105,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_0.wav,4.588405382,1,,,
106,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_1.wav,4.86777073,1,,,
107,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_2.wav,5.035969936,1,,,
108,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_3.wav,5.131991705,1,,,
109,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_4.wav,5.200946935,1,,,
110,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_5.wav,5.236713433,1,,,
111,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_6.wav,5.260879986,1,,,
112,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_7.wav,5.277635462,1,,,
113,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_8.wav,5.295357601,1,,,
114,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_9.wav,5.305024222,1,,,
115,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_10.wav,5.315657505,1,,,
116,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_11.wav,5.323713022,1,,,
117,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_12.wav,5.330479657,1,,,
118,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_13.wav,5.329190774,1,,,
119,/experiments/exp/audio_records/dis-20_with_lnoise/with_leak/output0_14.wav,5.337890733,1,,,
120,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_0.wav,0.145304129,0,,,
121,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_1.wav,0.146270791,0,,,
122,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_2.wav,0.146593012,0,,,
123,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_3.wav,0.147881894,0,,,
124,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_4.wav,0.140793039,0,,,
125,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_5.wav,0.144015246,0,,,
126,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_6.wav,0.146593012,0,,,
127,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_7.wav,0.143370805,0,,,
128,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_8.wav,0.143693025,0,,,
129,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_9.wav,0.142081922,0,,,
130,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_10.wav,0.142726363,0,,,
131,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_11.wav,0.142404143,0,,,
132,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_12.wav,0.14111526,0,,,
133,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_13.wav,0.143048584,0,,,
134,/experiments/exp/audio_records/dis-50_with_lnoise/without_leak/output0_14.wav,0.140148598,0,,,
135,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_0.wav,4.543616704,1,,,
136,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_1.wav,4.829748687,1,,,
137,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_2.wav,4.989570155,1,,,
138,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_3.wav,5.090103014,1,,,
139,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_4.wav,5.152936051,1,,,
140,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_5.wav,5.196435845,1,,,
141,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_6.wav,5.220602398,1,,,
142,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_7.wav,5.237680095,1,,,
143,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_8.wav,5.251213365,1,,,
144,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_9.wav,5.265713296,1,,,
145,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_10.wav,5.274735476,1,,,
146,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_11.wav,5.282146552,1,,,
147,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_12.wav,5.278924345,1,,,
148,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_13.wav,5.286657642,1,,,
149,/experiments/exp/audio_records/dis-50_with_lnoise/with_leak/output0_14.wav,5.291168732,1,,,
